,Date,MeanTemperatureF,MeanHumidity ,PrecipitationIn ,CloudCover ,Events,zip,CloudDesc,PrecipDesc
878,1/24/2016,52,75,0.0,5,,95113,Very Cloudy,None
879,1/25/2016,53,76,0.0,4,,95113,Cloudy,None
880,1/26/2016,55,75,0.0,4,,95113,Cloudy,None
881,1/27/2016,56,67,0.0,3,,95113,Cloudy,None
882,1/28/2016,53,74,0.0,5,,95113,Very Cloudy,None
883,1/29/2016,62,76,0.05,7,Rain,95113,Overcast,None
884,1/30/2016,55,72,0.03,7,Rain,95113,Overcast,None
885,1/31/2016,51,68,0.1,5,Rain,95113,Very Cloudy,None
886,2/1/2016,48,52,0.001,1,Rain,95113,Clear,None
887,2/2/2016,48,70,0.05,4,Rain,95113,Cloudy,None
888,2/3/2016,49,66,0.0,5,,95113,Very Cloudy,None
889,2/4/2016,54,67,0.0,4,,95113,Cloudy,None
890,2/5/2016,53,69,0.0,2,,95113,Little Cloudy,None
891,2/6/2016,53,72,0.0,2,,95113,Little Cloudy,None
892,2/7/2016,60,56,0.001,0,,95113,Clear,None
893,2/8/2016,62,57,0.0,0,,95113,Clear,None
894,2/9/2016,61,58,0.0,3,,95113,Cloudy,None
895,2/10/2016,59,63,0.0,4,,95113,Cloudy,None
896,2/11/2016,60,65,0.0,4,,95113,Cloudy,None
897,2/12/2016,59,71,0.0,5,,95113,Very Cloudy,None
898,2/13/2016,60,78,0.0,5,Fog,95113,Very Cloudy,None
899,2/14/2016,58,70,0.0,3,,95113,Cloudy,None
900,2/15/2016,64,66,0.0,1,,95113,Clear,None
901,2/16/2016,65,61,0.0,3,,95113,Cloudy,None
902,2/17/2016,60,64,0.15,6,Rain,95113,Very Cloudy,None
903,2/18/2016,56,66,0.11,5,Rain,95113,Very Cloudy,None
904,2/19/2016,53,71,0.0,5,,95113,Very Cloudy,None
905,2/20/2016,55,75,0.0,6,,95113,Very Cloudy,None
906,2/21/2016,54,69,0.0,2,,95113,Little Cloudy,None
907,2/22/2016,57,67,0.0,4,,95113,Cloudy,None
908,2/23/2016,60,53,0.0,3,,95113,Cloudy,None
909,2/24/2016,59,54,0.0,3,,95113,Cloudy,None
910,2/25/2016,62,55,0.0,1,,95113,Clear,None
911,2/26/2016,61,65,0.0,5,,95113,Very Cloudy,None
912,2/27/2016,62,62,0.0,5,,95113,Very Cloudy,None
913,2/28/2016,57,63,0.0,5,,95113,Very Cloudy,None
914,2/29/2016,65,71,0.0,6,,95113,Very Cloudy,None
915,3/1/2016,63,53,0.0,2,,95113,Little Cloudy,None
916,3/2/2016,63,59,0.001,5,,95113,Very Cloudy,None
917,3/3/2016,63,73,0.001,8,Rain,95113,Overcast,None
918,3/4/2016,63,81,0.26,7,Rain,95113,Overcast,Light
919,3/5/2016,61,81,1.2,7,Rain,95113,Overcast,Pouring
920,3/6/2016,56,70,0.73,6,Rain,95113,Very Cloudy,Medium
921,3/7/2016,53,73,0.63,7,Rain,95113,Overcast,Medium
922,3/8/2016,51,74,0.01,5,Rain,95113,Very Cloudy,None
923,3/9/2016,62,73,0.02,7,Rain,95113,Overcast,None
924,3/10/2016,63,70,0.001,5,Rain,95113,Very Cloudy,None
925,3/11/2016,56,76,0.23,7,Rain,95113,Overcast,Light
926,3/12/2016,53,73,0.03,6,Rain,95113,Very Cloudy,None
927,3/13/2016,58,86,0.5,8,Rain,95113,Overcast,Medium
928,3/14/2016,56,70,0.01,6,Rain,95113,Very Cloudy,None
929,3/15/2016,55,63,0.0,2,,95113,Little Cloudy,None
930,3/16/2016,57,61,0.0,1,,95113,Clear,None
931,3/17/2016,62,66,0.0,0,,95113,Clear,None
932,3/18/2016,60,74,0.0,5,,95113,Very Cloudy,None
933,3/19/2016,63,69,0.0,6,,95113,Very Cloudy,None
934,3/20/2016,62,71,0.04,5,Rain,95113,Very Cloudy,None
935,3/21/2016,58,75,0.2,6,Rain,95113,Very Cloudy,Light
936,3/22/2016,55,70,0.06,3,Rain,95113,Cloudy,None
937,3/23/2016,56,63,0.0,3,,95113,Cloudy,None
938,3/24/2016,57,67,0.0,2,,95113,Little Cloudy,None
939,3/25/2016,59,70,0.0,2,,95113,Little Cloudy,None
940,3/26/2016,60,62,0.0,3,,95113,Cloudy,None
941,3/27/2016,60,67,0.0,5,,95113,Very Cloudy,None
942,3/28/2016,54,54,0.04,3,Rain,95113,Cloudy,None
943,3/29/2016,54,57,0.001,1,,95113,Clear,None
944,3/30/2016,55,64,0.0,1,,95113,Clear,None
945,3/31/2016,60,66,0.0,4,,95113,Cloudy,None
946,4/1/2016,56,69,0.0,2,,95113,Little Cloudy,None
947,4/2/2016,63,68,0.0,6,,95113,Very Cloudy,None
948,4/3/2016,61,68,0.0,6,,95113,Very Cloudy,None
949,4/4/2016,62,59,0.0,3,,95113,Cloudy,None
950,4/5/2016,66,52,0.0,1,,95113,Clear,None
951,4/6/2016,71,44,0.0,3,,95113,Cloudy,None
952,4/7/2016,69,49,0.0,5,,95113,Very Cloudy,None
953,4/8/2016,62,83,0.39,7,Rain,95113,Overcast,Light
954,4/9/2016,62,83,0.35,8,Rain,95113,Overcast,Light
955,4/10/2016,58,84,0.24,8,Rain,95113,Overcast,Light
956,4/11/2016,62,71,0.001,7,,95113,Overcast,None
957,4/12/2016,57,75,0.0,7,,95113,Overcast,None
958,4/13/2016,59,66,0.0,3,,95113,Cloudy,None
959,4/14/2016,58,66,0.07,5,Rain,95113,Very Cloudy,None
960,4/15/2016,60,57,0.0,2,,95113,Little Cloudy,None
961,4/16/2016,65,52,0.0,1,,95113,Clear,None
962,4/17/2016,70,40,0.0,1,,95113,Clear,None
963,4/18/2016,72,35,0.0,3,,95113,Cloudy,None
964,4/19/2016,69,37,0.0,4,,95113,Cloudy,None
965,4/20/2016,65,47,0.0,3,,95113,Cloudy,None
966,4/21/2016,67,64,0.001,6,,95113,Very Cloudy,None
967,4/22/2016,59,71,0.42,7,Rain,95113,Overcast,Light
968,4/23/2016,58,64,0.0,3,,95113,Cloudy,None
969,4/24/2016,60,61,0.0,5,,95113,Very Cloudy,None
970,4/25/2016,57,51,0.0,1,,95113,Clear,None
971,4/26/2016,57,61,0.0,5,,95113,Very Cloudy,None
972,4/27/2016,56,64,0.06,6,Rain,95113,Very Cloudy,None
973,4/28/2016,61,59,0.0,3,,95113,Cloudy,None
974,4/29/2016,61,63,0.0,4,,95113,Cloudy,None
975,4/30/2016,64,52,0.0,0,,95113,Clear,None
976,5/1/2016,69,49,0.0,1,,95113,Clear,None
977,5/2/2016,63,68,0.0,3,,95113,Cloudy,None
978,5/3/2016,64,64,0.0,7,,95113,Overcast,None
979,5/4/2016,64,70,0.0,7,,95113,Overcast,None
980,5/5/2016,63,62,0.0,7,,95113,Overcast,None
981,5/6/2016,58,76,0.17,7,Rain,95113,Overcast,None
982,5/7/2016,60,75,0.01,6,Rain,95113,Very Cloudy,None
983,5/8/2016,64,72,0.001,6,,95113,Very Cloudy,None
984,5/9/2016,64,73,0.001,5,Rain,95113,Very Cloudy,None
985,5/10/2016,66,70,0.0,5,,95113,Very Cloudy,None
986,5/11/2016,63,73,0.0,4,,95113,Cloudy,None
987,5/12/2016,64,69,0.0,6,,95113,Very Cloudy,None
988,5/13/2016,62,67,0.0,5,,95113,Very Cloudy,None
989,5/14/2016,63,64,0.0,5,,95113,Very Cloudy,None
990,5/15/2016,66,67,0.0,4,,95113,Cloudy,None
991,5/16/2016,67,61,0.0,2,,95113,Little Cloudy,None
992,5/17/2016,73,51,0.0,1,,95113,Clear,None
993,5/18/2016,74,51,0.0,2,,95113,Little Cloudy,None
994,5/19/2016,64,62,0.0,4,,95113,Cloudy,None
995,5/20/2016,59,55,0.001,4,,95113,Cloudy,None
996,5/21/2016,58,62,0.14,6,Rain,95113,Very Cloudy,None
997,5/22/2016,59,67,0.001,5,,95113,Very Cloudy,None
998,5/23/2016,60,64,0.0,4,,95113,Cloudy,None
999,5/24/2016,63,64,0.0,5,,95113,Very Cloudy,None
1000,5/25/2016,64,63,0.0,4,,95113,Cloudy,None
1001,5/26/2016,64,59,0.0,1,,95113,Clear,None
1002,5/27/2016,67,64,0.0,2,,95113,Little Cloudy,None
1003,5/28/2016,74,50,0.0,3,,95113,Cloudy,None
1004,5/29/2016,69,59,0.0,1,,95113,Clear,None
1005,5/30/2016,69,63,0.0,1,,95113,Clear,None
1006,5/31/2016,74,58,0.0,1,,95113,Clear,None
1007,6/1/2016,71,63,0.0,3,,95113,Cloudy,None
1008,6/2/2016,71,64,0.0,1,,95113,Clear,None
1009,6/3/2016,78,51,0.0,3,,95113,Cloudy,None
1010,6/4/2016,75,59,0.0,4,,95113,Cloudy,None
1011,6/5/2016,74,56,0.0,3,,95113,Cloudy,None
1012,6/6/2016,67,69,0.0,4,,95113,Cloudy,None
1013,6/7/2016,69,67,0.0,6,,95113,Very Cloudy,None
1014,6/8/2016,67,67,0.0,6,,95113,Very Cloudy,None
1015,6/9/2016,66,68,0.0,5,,95113,Very Cloudy,None
1016,6/10/2016,65,62,0.0,3,,95113,Cloudy,None
1017,6/11/2016,70,53,0.0,3,,95113,Cloudy,None
1018,6/12/2016,72,55,0.0,1,,95113,Clear,None
1019,6/13/2016,67,61,0.0,2,,95113,Little Cloudy,None
1020,6/14/2016,63,52,0.0,3,Rain,95113,Cloudy,None
1021,6/15/2016,61,52,0.0,2,,95113,Little Cloudy,None
1022,6/16/2016,65,58,0.0,2,,95113,Little Cloudy,None
1023,6/17/2016,69,62,0.001,4,,95113,Cloudy,None
1024,6/18/2016,68,58,0.0,2,,95113,Little Cloudy,None
1025,6/19/2016,73,47,0.0,3,,95113,Cloudy,None
1026,6/20/2016,72,49,0.0,2,,95113,Little Cloudy,None
1027,6/21/2016,75,50,0.0,1,,95113,Clear,None
1028,6/22/2016,66,63,0.0,0,,95113,Clear,None
1029,6/23/2016,68,58,0.0,0,,95113,Clear,None
1030,6/24/2016,69,58,0.0,0,,95113,Clear,None
1031,6/25/2016,75,56,0.0,0,,95113,Clear,None
1032,6/26/2016,74,51,0.0,1,,95113,Clear,None
1033,6/27/2016,73,57,0.0,0,,95113,Clear,None
1034,6/28/2016,72,61,0.0,0,,95113,Clear,None
1035,6/29/2016,65,72,0.0,1,,95113,Clear,None
1036,6/30/2016,71,59,0.0,0,,95113,Clear,None
1037,7/1/2016,69,62,0.0,0,,95113,Clear,None
1038,7/2/2016,68,60,0.0,0,,95113,Clear,None
1039,7/3/2016,69,60,0.001,0,,95113,Clear,None
1040,7/4/2016,68,63,0.0,1,,95113,Clear,None
1041,7/5/2016,67,62,0.0,3,,95113,Cloudy,None
1042,7/6/2016,65,65,0.0,1,,95113,Clear,None
1043,7/7/2016,65,65,0.0,3,,95113,Cloudy,None
1044,7/8/2016,69,62,0.0,5,,95113,Very Cloudy,None
1045,7/9/2016,70,61,0.0,4,,95113,Cloudy,None
1046,7/10/2016,67,51,0.0,0,,95113,Clear,None
1047,7/11/2016,71,55,0.0,1,,95113,Clear,None
1048,7/12/2016,68,64,0.0,0,,95113,Clear,None
1049,7/13/2016,62,53,0.0,0,,95113,Clear,None
1050,7/14/2016,73,62,0.0,0,,95113,Clear,None
1051,7/15/2016,69,61,0.0,3,,95113,Cloudy,None
1052,7/16/2016,70,58,0.0,1,,95113,Clear,None
1053,7/17/2016,68,61,0.0,1,,95113,Clear,None
1054,7/18/2016,66,66,0.0,3,,95113,Cloudy,None
1055,7/19/2016,66,63,0.0,2,,95113,Little Cloudy,None
1056,7/20/2016,68,62,0.0,0,,95113,Clear,None
1057,7/21/2016,68,60,0.0,2,,95113,Little Cloudy,None
1058,7/22/2016,71,52,0.0,1,,95113,Clear,None
1059,7/23/2016,74,54,0.0,0,,95113,Clear,None
1060,7/24/2016,72,58,0.0,1,,95113,Clear,None
1061,7/25/2016,70,61,0.0,2,,95113,Little Cloudy,None
1062,7/26/2016,78,52,0.0,4,,95113,Cloudy,None
1063,7/27/2016,78,58,0.0,5,,95113,Very Cloudy,None
1064,7/28/2016,74,62,0.0,3,,95113,Cloudy,None
1065,7/29/2016,72,64,0.0,2,,95113,Little Cloudy,None
1066,7/30/2016,71,69,0.0,3,,95113,Cloudy,None
1067,7/31/2016,69,66,0.0,3,,95113,Cloudy,None
1068,8/1/2016,69,63,0.0,4,,95113,Cloudy,None
1069,8/2/2016,69,61,0.0,0,,95113,Clear,None
1070,8/3/2016,70,65,0.0,0,,95113,Clear,None
1071,8/4/2016,66,70,0.0,4,,95113,Cloudy,None
1072,8/5/2016,68,63,0.0,4,,95113,Cloudy,None
1073,8/6/2016,67,67,0.0,4,,95113,Cloudy,None
1074,8/7/2016,67,64,0.0,2,,95113,Little Cloudy,None
1075,8/8/2016,69,60,0.0,1,,95113,Clear,None
1076,8/9/2016,71,59,0.0,2,,95113,Little Cloudy,None
1077,8/10/2016,70,60,0.001,1,,95113,Clear,None
1078,8/11/2016,69,63,0.0,1,,95113,Clear,None
1079,8/12/2016,70,65,0.0,2,,95113,Little Cloudy,None
1080,8/13/2016,74,58,0.0,2,,95113,Little Cloudy,None
1081,8/14/2016,73,64,0.0,4,,95113,Cloudy,None
1082,8/15/2016,70,67,0.0,4,,95113,Cloudy,None
1083,8/16/2016,71,62,0.0,4,,95113,Cloudy,None
1084,8/17/2016,71,63,0.0,2,,95113,Little Cloudy,None
1085,8/18/2016,71,64,0.0,2,,95113,Little Cloudy,None
1086,8/19/2016,68,67,0.0,1,,95113,Clear,None
1087,8/20/2016,69,69,0.0,2,,95113,Little Cloudy,None
1088,8/21/2016,69,66,0.0,5,,95113,Very Cloudy,None
1089,8/22/2016,69,65,0.0,3,,95113,Cloudy,None
1090,8/23/2016,71,63,0.0,4,,95113,Cloudy,None
1091,8/24/2016,69,66,0.0,3,,95113,Cloudy,None
1092,8/25/2016,68,67,0.0,4,,95113,Cloudy,None
1093,8/26/2016,71,65,0.0,4,,95113,Cloudy,None
1094,8/27/2016,70,59,0.0,4,,95113,Cloudy,None
1095,8/28/2016,70,65,0.0,4,,95113,Cloudy,None
1096,8/29/2016,68,64,0.0,6,,95113,Very Cloudy,None
1097,8/30/2016,70,60,0.0,2,,95113,Little Cloudy,None
1098,8/31/2016,69,64,0.0,1,,95113,Clear,None
