Date,MeanTemperatureF,MeanHumidity ,PrecipitationIn ,CloudCover ,Events,zip
7/14/2014,74,70,0,5,,94301
7/15/2014,70,78,0,5,,94301
7/16/2014,73,70,0,4,,94301
7/17/2014,70,65,0,2,,94301
7/18/2014,70,73,0,3,,94301
7/19/2014,70,72,0,4,,94301
7/20/2014,70,76,0,6,,94301
7/21/2014,73,24,0,4,,94301
7/22/2014,72,62,0,4,,94301
7/23/2014,70,67,0,3,,94301
7/24/2014,84,59,0,1,,94301
7/25/2014,76,56,0,0,,94301
7/26/2014,73,65,0,1,,94301
7/27/2014,74,68,0,4,,94301
7/28/2014,71,71,0,5,,94301
7/29/2014,73,70,0,1,,94301
7/30/2014,70,70,0,2,,94301
7/31/2014,70,74,0,4,,94301
8/1/2014,68,28,0,1,,94301
8/2/2014,68,30,0,3,,94301
8/3/2014,68,,0,6,,94301
8/4/2014,70,67,0,6,,94301
8/5/2014,71,74,0,7,,94301
8/6/2014,75,75,0,3,,94301
8/7/2014,68,75,0,2,,94301
8/8/2014,67,73,0,3,,94301
8/9/2014,68,70,0,0,,94301
8/10/2014,68,70,0,4,,94301
8/11/2014,70,73,0,2,,94301
8/12/2014,68,68,0,4,,94301
8/13/2014,69,68,0,2,,94301
8/14/2014,70,75,0,3,,94301
8/15/2014,70,,0,2,,94301
8/16/2014,71,70,0,2,,94301
8/17/2014,68,77,0,3,,94301
8/18/2014,68,74,0,3,,94301
8/19/2014,68,70,0,3,,94301
8/20/2014,71,61,0,1,,94301
8/21/2014,69,69,0,0,,94301
8/22/2014,71,68,0,2,,94301
8/23/2014,70,67,0,1,,94301
8/24/2014,68,73,0,2,,94301
8/25/2014,68,66,0,4,,94301
8/26/2014,68,70,0,2,,94301
8/27/2014,72,71,0,0,,94301
8/28/2014,70,76,0,2,,94301
8/29/2014,70,78,0,7,,94301
8/30/2014,70,70,0,2,,94301
8/31/2014,68,70,0,0,,94301
3/1/2014,60,69,0.21,6,Rain,94041
3/2/2014,58,71,0.03,5,Rain,94041
3/3/2014,56,75,0.14,6,Rain,94041
3/4/2014,61,75,0,3,,94041
3/5/2014,63,69,T,5,Rain,94041
3/6/2014,60,75,0.01,3,Rain,94041
3/7/2014,59,64,0,0,,94041
3/8/2014,60,61,0,0,,94041
3/9/2014,67,55,0,0,,94041
3/10/2014,61,63,0.01,2,Rain,94041
3/11/2014,62,44,0,0,,94041
3/12/2014,67,28,0,0,,94041
3/13/2014,63,46,0,0,,94041
3/14/2014,59,62,0,0,,94041
3/15/2014,64,57,0,0,,94041
3/16/2014,63,56,0,0,,94041
3/17/2014,61,57,0,3,,94041
3/18/2014,60,48,0,0,,94041
3/19/2014,61,43,0,0,,94041
3/20/2014,62,50,0,0,,94041
3/21/2014,58,66,0,0,,94041
3/22/2014,58,64,0,1,,94041
3/23/2014,60,66,0,3,,94041
3/24/2014,61,54,0,0,,94041
3/25/2014,57,62,0.01,3,Rain,94041
3/26/2014,58,71,0.24,6,Rain,94041
3/27/2014,59,63,T,5,,94041
3/28/2014,61,64,0,4,,94041
3/29/2014,58,78,0.28,6,Rain,94041
3/30/2014,56,66,0.03,2,,94041
3/31/2014,51,75,0.52,4,Rain,94041
4/1/2014,53,74,0.36,5,Rain,94041
4/2/2014,53,70,0.01,3,Rain,94041
4/3/2014,54,65,0,1,,94041
4/4/2014,56,65,0.21,7,Rain,94041
4/5/2014,58,66,0,2,,94041
4/6/2014,62,61,0,0,,94041
4/7/2014,67,60,0,0,,94041
4/8/2014,70,61,0,0,,94041
4/9/2014,63,72,0,2,,94041
4/10/2014,65,59,0,3,,94041
4/11/2014,61,77,0,4,,94041
4/12/2014,61,65,0,4,,94041
4/13/2014,64,65,0,3,,94041
4/14/2014,63,68,0,3,,94041
4/15/2014,61,71,0,3,,94041
4/16/2014,64,62,0,0,,94041
4/17/2014,62,64,0,0,,94041
4/18/2014,61,58,0,0,,94041
4/19/2014,60,67,0,0,,94041
4/20/2014,66,52,0,0,,94041
4/21/2014,61,52,0,1,,94041
4/22/2014,58,50,T,3,Rain,94041
4/23/2014,59,56,0,0,,94041
4/24/2014,60,68,T,1,Rain,94041
4/25/2014,56,74,0.28,8,Rain,94041
4/26/2014,55,61,0,2,,94041
4/27/2014,59,60,T,4,,94041
4/28/2014,60,54,0,0,,94041
4/29/2014,69,44,0,0,,94041
4/30/2014,75,44,0,0,,94041
5/1/2014,75,42,0,0,,94041
5/2/2014,67,50,0,0,,94041
5/3/2014,63,65,0,3,,94041
5/4/2014,63,62,0,1,,94041
5/5/2014,61,57,0,2,,94041
5/6/2014,63,50,0,0,,94041
5/7/2014,60,58,0,1,,94041
5/8/2014,62,63,0,6,,94041
5/9/2014,63,61,T,5,,94041
5/10/2014,62,51,0,0,,94041
5/11/2014,65,46,0,0,,94041
5/12/2014,69,44,0,0,,94041
5/13/2014,75,33,0,0,,94041
5/14/2014,76,34,0,0,,94041
5/15/2014,74,40,0,0,,94041
5/16/2014,67,62,0,0,,94041
5/17/2014,65,65,0,0,,94041
5/18/2014,65,55,0,2,,94041
5/19/2014,63,59,T,3,,94041
5/20/2014,63,59,T,2,Rain,94041
5/21/2014,65,65,0,1,,94041
5/22/2014,65,65,0,3,,94041
5/23/2014,65,72,0,3,,94041
5/24/2014,65,73,0,0,,94041
5/25/2014,69,57,0,0,,94041
5/26/2014,69,53,0,0,,94041
5/27/2014,65,55,0,0,,94041
5/28/2014,66,46,0,0,,94041
5/29/2014,69,50,0,0,,94041
5/30/2014,62,69,0,2,,94041
5/31/2014,63,63,0,2,,94041
6/1/2014,66,63,0,2,,94041
6/2/2014,64,65,0,3,,94041
6/3/2014,64,68,0,3,,94041
6/4/2014,66,68,0,2,,94041
6/5/2014,66,72,0,2,,94041
6/6/2014,66,70,0,2,,94041
6/7/2014,65,70,0,3,,94041
6/8/2014,74,60,0,0,,94041
6/9/2014,73,61,0,0,,94041
6/10/2014,68,71,0,2,,94041
6/11/2014,67,63,0,0,,94041
6/12/2014,65,58,0,3,,94041
6/13/2014,66,50,0,0,,94041
6/14/2014,71,53,0,0,,94041
6/15/2014,65,59,0,0,,94041
6/16/2014,63,59,0,0,,94041
6/17/2014,65,54,0,0,,94041
6/18/2014,71,51,0,0,,94041
6/19/2014,66,70,0,0,,94041
6/20/2014,71,52,0,0,,94041
6/21/2014,64,67,0,0,,94041
6/22/2014,63,68,0,0,,94041
6/23/2014,65,68,0,2,,94041
6/24/2014,68,61,0,0,,94041
6/25/2014,67,71,0,0,,94041
6/26/2014,68,68,0.01,3,Rain,94041
6/27/2014,69,68,0,3,,94041
6/28/2014,69,56,0,0,,94041
6/29/2014,71,59,0,0,,94041
6/30/2014,74,61,0,0,,94041
7/1/2014,69,69,0,2,,94041
7/2/2014,69,67,0,3,,94041
7/3/2014,66,70,0,0,,94041
7/4/2014,66,72,0,1,,94041
7/5/2014,67,66,0,2,,94041
7/6/2014,66,67,0,1,,94041
7/7/2014,69,68,0,2,,94041
7/8/2014,68,72,0,2,,94041
7/9/2014,68,72,0,3,,94041
7/10/2014,68,67,0,0,,94041
7/11/2014,67,66,0,2,,94041
7/12/2014,66,72,0,4,,94041
7/13/2014,66,71,0,3,,94041
7/14/2014,72,71,0,0,,94041
7/15/2014,71,71,0,2,,94041
7/16/2014,72,68,0,3,,94041
7/17/2014,71,66,0,0,,94041
7/18/2014,68,68,0,2,,94041
7/19/2014,70,73,0,3,,94041
7/20/2014,71,72,0,4,,94041
7/21/2014,71,66,0,3,,94041
7/22/2014,72,64,T,4,Rain,94041
7/23/2014,70,66,0,1,,94041
7/24/2014,73,65,0,1,,94041
7/25/2014,79,48,0,0,,94041
7/26/2014,74,64,0,0,,94041
7/27/2014,74,65,T,1,,94041
7/28/2014,70,70,0,1,,94041
7/29/2014,72,69,0,2,,94041
7/30/2014,72,72,0,3,,94041
7/31/2014,70,73,0,3,,94041
8/1/2014,70,72,0,0,,94041
8/2/2014,67,78,0,5,,94041
8/3/2014,67,73,0,5,,94041
8/4/2014,69,71,0,3,,94041
8/5/2014,71,69,0,4,,94041
8/6/2014,73,67,T,2,Rain,94041
8/7/2014,68,74,0,3,,94041
8/8/2014,69,67,0,1,,94041
8/9/2014,66,73,0,1,,94041
8/10/2014,69,69,0,3,,94041
8/11/2014,69,69,0,3,,94041
8/12/2014,68,67,0,1,,94041
8/13/2014,69,69,0,3,,94041
8/14/2014,69,74,0,2,,94041
8/15/2014,69,72,0,2,,94041
8/16/2014,69,72,0,4,,94041
8/17/2014,67,76,0,4,,94041
8/18/2014,67,73,0,4,,94041
8/19/2014,71,67,0,4,,94041
8/20/2014,70,65,0,2,,94041
8/21/2014,69,72,0,0,,94041
8/22/2014,71,69,0,2,,94041
8/23/2014,69,65,0,3,,94041
8/24/2014,69,69,0,3,,94041
8/25/2014,68,64,0,2,,94041
8/26/2014,67,67,0,1,,94041
8/27/2014,70,65,0,0,,94041
8/28/2014,70,68,0,2,,94041
8/29/2014,71,73,0,3,,94041
8/30/2014,71,66,0,0,,94041
8/31/2014,69,69,0,0,,94041
3/1/2014,59,73,0.21,5,Rain,95113
3/2/2014,57,71,0.02,5,Rain,95113
3/3/2014,56,82,0.17,6,Rain,95113
3/4/2014,61,78,0,7,,95113
3/5/2014,63,72,T,7,,95113
3/6/2014,60,69,0.02,6,Rain,95113
3/7/2014,58,68,0,3,,95113
3/8/2014,60,63,0,4,,95113
3/9/2014,69,46,0,5,,95113
3/10/2014,62,63,0.01,4,Rain,95113
3/11/2014,63,42,0,1,,95113
3/12/2014,64,26,0,0,,95113
3/13/2014,62,42,0,0,,95113
3/14/2014,58,56,0,2,,95113
3/15/2014,64,56,0,0,,95113
3/16/2014,65,51,0,2,,95113
3/17/2014,59,62,0,3,,95113
3/18/2014,58,52,0,0,,95113
3/19/2014,61,43,0,3,,95113
3/20/2014,62,50,0,4,,95113
3/21/2014,58,62,T,2,,95113
3/22/2014,59,62,0,1,,95113
3/23/2014,58,65,0,3,,95113
3/24/2014,61,54,0,0,,95113
3/25/2014,56,66,0.08,4,Rain,95113
3/26/2014,57,70,0.08,5,Rain,95113
3/27/2014,56,71,0,5,,95113
3/28/2014,61,65,0,5,,95113
3/29/2014,57,82,0.33,6,Rain,95113
3/30/2014,55,71,0.01,5,Rain,95113
3/31/2014,50,76,0.42,5,Rain,95113
4/1/2014,50,80,0.29,6,Rain,95113
4/2/2014,52,73,0.01,2,,95113
4/3/2014,55,66,0,4,,95113
4/4/2014,55,69,0.09,6,Rain,95113
4/5/2014,59,64,0,3,,95113
4/6/2014,61,65,0,2,,95113
4/7/2014,68,59,0,0,,95113
4/8/2014,72,54,0,4,,95113
4/9/2014,65,64,0,4,,95113
4/10/2014,66,60,0,5,,95113
4/11/2014,62,75,0,6,,95113
4/12/2014,62,59,0,4,,95113
4/13/2014,65,61,0,3,,95113
4/14/2014,64,57,0,2,,95113
4/15/2014,59,68,0,3,,95113
4/16/2014,64,58,0,2,,95113
4/17/2014,63,66,0,3,,95113
4/18/2014,61,64,0,2,,95113
4/19/2014,60,60,0,2,,95113
4/20/2014,65,55,0,1,,95113
4/21/2014,62,53,0,5,,95113
4/22/2014,58,54,T,4,,95113
4/23/2014,57,59,0,3,,95113
4/24/2014,59,66,T,5,Rain,95113
4/25/2014,56,77,0.25,7,Rain,95113
4/26/2014,55,62,0,6,,95113
4/27/2014,59,60,0,5,,95113
4/28/2014,60,55,0,1,,95113
4/29/2014,67,48,0,3,,95113
4/30/2014,76,43,0,3,,95113
5/1/2014,75,41,0,3,,95113
5/2/2014,69,53,0,4,,95113
5/3/2014,62,69,0,4,,95113
5/4/2014,62,65,0,4,,95113
5/5/2014,60,60,0,4,,95113
5/6/2014,61,52,0,1,,95113
5/7/2014,59,60,0,4,,95113
5/8/2014,60,65,T,6,Rain,95113
5/9/2014,62,64,0,5,,95113
5/10/2014,60,55,0,1,,95113
5/11/2014,63,49,0,1,,95113
5/12/2014,68,36,0,2,,95113
5/13/2014,75,32,0,0,,95113
5/14/2014,76,32,0,2,,95113
5/15/2014,74,29,0,4,,95113
5/16/2014,67,59,0,4,,95113
5/17/2014,63,65,0,4,,95113
5/18/2014,64,60,0,2,,95113
5/19/2014,61,59,0,5,,95113
5/20/2014,63,61,0,5,,95113
5/21/2014,66,63,0,3,,95113
5/22/2014,66,63,0,5,,95113
5/23/2014,66,70,0,5,,95113
5/24/2014,65,70,0,2,,95113
5/25/2014,69,55,0,1,,95113
5/26/2014,68,55,0,0,,95113
5/27/2014,63,59,0,0,,95113
5/28/2014,64,49,0,0,,95113
5/29/2014,68,44,0,1,,95113
5/30/2014,61,69,0,2,,95113
5/31/2014,66,58,0,3,,95113
6/1/2014,66,61,0,1,,95113
6/2/2014,63,67,0,1,,95113
6/3/2014,66,58,0,1,,95113
6/4/2014,66,65,0,1,,95113
6/5/2014,68,64,0,1,,95113
6/6/2014,65,64,0,0,,95113
6/7/2014,66,66,0,1,,95113
6/8/2014,75,55,0,0,,95113
6/9/2014,76,61,0,0,,95113
6/10/2014,67,70,0,0,,95113
6/11/2014,68,60,0,1,,95113
6/12/2014,65,62,0,3,,95113
6/13/2014,66,54,0,0,,95113
6/14/2014,72,48,0,2,,95113
6/15/2014,64,61,0,4,,95113
6/16/2014,62,58,0,1,,95113
6/17/2014,65,54,0,1,,95113
6/18/2014,71,43,0,0,,95113
6/19/2014,66,62,0,1,,95113
6/20/2014,70,55,0,4,,95113
6/21/2014,63,61,0,3,,95113
6/22/2014,64,62,0,1,,95113
6/23/2014,66,62,0,3,,95113
6/24/2014,66,57,0,1,,95113
6/25/2014,66,72,0,4,,95113
6/26/2014,69,64,0.01,4,,95113
6/27/2014,69,69,0,3,,95113
6/28/2014,68,61,0,1,,95113
6/29/2014,72,56,0,0,,95113
6/30/2014,77,54,0,4,,95113
7/1/2014,68,66,0,1,,95113
7/2/2014,69,64,0,2,,95113
7/3/2014,69,68,0,0,,95113
7/4/2014,69,65,0,0,,95113
7/5/2014,70,60,0,2,,95113
7/6/2014,70,64,0,1,,95113
7/7/2014,71,66,0,4,,95113
7/8/2014,70,65,0,2,,95113
7/9/2014,69,65,0,0,,95113
7/10/2014,69,66,0,1,,95113
7/11/2014,68,64,0,2,,95113
7/12/2014,66,69,0,4,,95113
7/13/2014,68,69,0,5,,95113
7/14/2014,74,63,0,3,,95113
7/15/2014,72,72,T,4,,95113
7/16/2014,73,67,0,3,,95113
7/17/2014,69,67,0,1,,95113
7/18/2014,69,69,0,3,,95113
7/19/2014,70,67,T,5,,95113
7/20/2014,71,71,0,5,,95113
7/21/2014,71,63,0,3,,95113
7/22/2014,71,66,T,4,Rain,95113
7/23/2014,69,65,0,2,,95113
7/24/2014,72,65,0,1,,95113
7/25/2014,78,48,0,1,,95113
7/26/2014,75,59,0,2,,95113
7/27/2014,74,62,0,3,,95113
7/28/2014,71,68,0,4,,95113
7/29/2014,73,65,0,1,,95113
7/30/2014,72,74,0,2,,95113
7/31/2014,71,74,0,4,,95113
8/1/2014,71,73,0,2,,95113
8/2/2014,68,79,0,4,,95113
8/3/2014,66,75,0,6,,95113
8/4/2014,69,66,0,5,,95113
8/5/2014,71,67,0,5,,95113
8/6/2014,74,65,T,4,,95113
8/7/2014,70,69,0,3,,95113
8/8/2014,69,65,0,3,,95113
8/9/2014,67,70,0,2,,95113
8/10/2014,70,62,0,5,,95113
8/11/2014,69,68,0,1,,95113
8/12/2014,69,61,0,3,,95113
8/13/2014,71,63,0,3,,95113
8/14/2014,70,68,0,3,,95113
8/15/2014,69,63,0,1,,95113
8/16/2014,70,68,0,3,,95113
8/17/2014,68,72,0,3,,95113
8/18/2014,68,72,0,4,,95113
8/19/2014,70,66,0,5,,95113
8/20/2014,71,60,0,3,,95113
8/21/2014,70,65,0,0,,95113
8/22/2014,71,64,0,1,,95113
8/23/2014,70,63,0,3,,95113
8/24/2014,68,67,0,2,,95113
8/25/2014,68,66,0,3,,95113
8/26/2014,67,63,0,1,,95113
8/27/2014,72,60,0,0,,95113
8/28/2014,71,66,0,2,,95113
8/29/2014,72,65,0,6,,95113
8/30/2014,74,62,0,1,,95113
8/31/2014,70,66,0,0,,95113
9/1/2014,70,64,0,0,,94107
9/2/2014,66,73,0,5,,94107
9/3/2014,69,69,0,4,,94107
9/4/2014,68,71,0,5,,94107
9/5/2014,66,71,0,4,,94107
9/6/2014,66,69,0,4,,94107
9/7/2014,66,66,0,3,,94107
9/8/2014,64,64,0,4,,94107
9/9/2014,65,72,0,5,,94107
9/10/2014,68,66,0,1,,94107
9/11/2014,70,62,0,2,,94107
9/12/2014,67,69,0,1,,94107
9/13/2014,67,71,0,4,,94107
9/14/2014,67,69,0,2,,94107
9/15/2014,70,64,0,3,,94107
9/16/2014,68,67,0,4,,94107
9/17/2014,69,67,T,5,Rain,94107
9/18/2014,70,71,T,5,Rain,94107
9/19/2014,66,79,0,5,,94107
9/20/2014,67,79,0,6,,94107
9/21/2014,67,72,0,8,,94107
9/22/2014,69,66,0,4,,94107
9/23/2014,69,76,T,5,Rain,94107
9/24/2014,71,74,0.01,6,Rain,94107
9/25/2014,65,79,0.43,6,Rain,94107
9/26/2014,67,72,0,4,,94107
9/27/2014,63,75,0,3,,94107
9/28/2014,67,73,0,6,,94107
9/29/2014,63,77,0,5,,94107
9/30/2014,65,74,0,4,,94107
10/1/2014,68,58,0,1,,94107
10/2/2014,70,51,0,0,,94107
10/3/2014,72,47,0,0,,94107
10/4/2014,74,46,0,1,,94107
10/5/2014,71,55,0,1,,94107
10/6/2014,68,65,0,1,Fog,94107
10/7/2014,62,77,0,2,Fog,94107
10/8/2014,64,73,0,1,,94107
10/9/2014,62,80,0,4,,94107
10/10/2014,61,80,0,6,,94107
10/11/2014,64,71,0,4,,94107
10/12/2014,69,53,0,0,,94107
10/13/2014,67,53,0,1,,94107
10/14/2014,65,70,0,6,,94107
10/15/2014,63,72,T,6,Rain,94107
10/16/2014,61,68,0,5,,94107
10/17/2014,62,65,0,5,,94107
10/18/2014,65,64,0,2,,94107
10/19/2014,63,80,0,3,,94107
10/20/2014,62,68,0.01,5,Rain,94107
10/21/2014,60,60,0,1,,94107
10/22/2014,60,72,0,4,,94107
10/23/2014,64,75,0.01,5,Fog,94107
10/24/2014,64,71,0,2,,94107
10/25/2014,65,76,0.23,6,Rain,94107
10/26/2014,60,66,0,1,,94107
10/27/2014,57,69,0,2,,94107
10/28/2014,60,70,0,1,Fog,94107
10/29/2014,64,63,0,1,,94107
10/30/2014,63,74,0,5,,94107
10/31/2014,61,80,0.32,8,Rain,94107
11/1/2014,56,72,0,4,,94107
11/2/2014,55,71,0,1,,94107
11/3/2014,55,63,0,4,,94107
11/4/2014,58,68,0,2,Fog,94107
11/5/2014,60,61,0,2,,94107
11/6/2014,61,69,0,3,,94107
11/7/2014,60,81,0.01,3,Fog,94107
11/8/2014,61,79,0,3,Fog,94107
11/9/2014,59,81,0,1,Fog,94107
11/10/2014,56,86,0.01,3,Fog,94107
11/11/2014,62,68,0,7,,94107
11/12/2014,61,56,0.11,7,Rain,94107
11/13/2014,60,86,0.2,7,Rain,94107
11/14/2014,57,82,0,4,Fog,94107
11/15/2014,55,78,0,2,,94107
11/16/2014,56,56,0,4,,94107
11/17/2014,57,50,0,4,,94107
11/18/2014,54,55,0,7,,94107
11/19/2014,57,75,0.15,8,Rain,94107
11/20/2014,55,93,0.66,7,Fog-Rain,94107
11/21/2014,56,83,0,7,,94107
11/22/2014,59,80,0.26,6,Rain,94107
11/23/2014,52,66,0,3,,94107
11/24/2014,51,63,0,1,,94107
11/25/2014,57,71,0,1,,94107
11/26/2014,55,73,0,2,,94107
11/27/2014,54,78,0,3,Fog,94107
11/28/2014,52,84,T,5,Fog-Rain,94107
11/29/2014,59,83,0.08,7,Rain,94107
11/30/2014,56,88,0.32,7,Rain,94107
12/1/2014,60,84,T,6,Rain,94107
12/2/2014,58,90,1.18,8,Rain,94107
12/3/2014,61,86,1.43,7,Rain,94107
12/4/2014,60,87,0.01,6,Fog-Rain,94107
12/5/2014,60,87,0.1,7,Rain,94107
12/6/2014,62,86,0.11,7,Fog-Rain,94107
12/7/2014,58,86,0.01,6,Fog,94107
12/8/2014,60,80,0,6,,94107
12/9/2014,59,83,0,7,Fog,94107
12/10/2014,59,86,T,8,Fog-Rain,94107
12/11/2014,57,80,3.12,8,Rain,94107
12/12/2014,53,87,0.48,7,Rain,94107
12/13/2014,52,86,0,4,,94107
12/14/2014,54,72,0.19,7,Rain,94107
12/15/2014,53,85,1.09,8,Rain,94107
12/16/2014,56,80,0.65,7,Rain,94107
12/17/2014,54,83,0.13,7,Rain,94107
12/18/2014,56,81,T,7,Rain,94107
12/19/2014,56,85,0.25,8,Rain,94107
12/20/2014,57,89,T,7,Rain,94107
12/21/2014,60,92,0.09,6,Fog-Rain,94107
12/22/2014,57,89,0,4,Fog,94107
12/23/2014,56,84,0,0,Fog,94107
12/24/2014,55,80,0.02,6,Fog-Rain,94107
12/25/2014,52,50,0,0,,94107
12/26/2014,50,49,0,0,,94107
12/27/2014,47,62,0,3,,94107
12/28/2014,47,75,0,3,,94107
12/29/2014,49,76,0,4,Fog,94107
12/30/2014,47,53,0,0,,94107
12/31/2014,48,41,0,1,,94107
1/1/2015,47,37,0,1,,94107
1/2/2015,41,64,0,1,,94107
1/3/2015,43,66,0,1,,94107
1/4/2015,45,72,0,5,,94107
1/5/2015,46,68,0,4,,94107
1/6/2015,49,72,0,0,,94107
1/7/2015,51,69,0,1,,94107
1/8/2015,52,76,0,6,,94107
1/9/2015,55,74,0,7,,94107
1/10/2015,54,83,0,6,Fog,94107
1/11/2015,50,87,0,5,Fog,94107
1/12/2015,49,87,0,3,Fog,94107
1/13/2015,55,69,0,2,Fog,94107
1/14/2015,49,78,0,3,,94107
1/15/2015,50,84,0,5,Fog,94107
1/16/2015,50,84,T,6,Fog-Rain,94107
1/17/2015,53,84,0,5,,94107
1/18/2015,57,87,0,6,Fog,94107
1/19/2015,55,77,0,5,,94107
1/20/2015,52,86,0,2,Fog,94107
1/21/2015,51,73,0,1,,94107
1/22/2015,51,73,0,2,,94107
1/23/2015,52,66,0,1,,94107
1/24/2015,58,63,0,0,,94107
1/25/2015,50,70,0,0,,94107
1/26/2015,51,72,0,5,,94107
1/27/2015,57,64,0,6,,94107
1/28/2015,53,73,0,2,Fog,94107
1/29/2015,53,81,0,1,Fog,94107
1/30/2015,54,87,0,3,Fog,94107
1/31/2015,59,61,0,1,Fog,94107
2/1/2015,53,62,0,5,,94107
2/2/2015,54,83,0,4,,94107
2/3/2015,57,76,0,5,,94107
2/4/2015,55,86,0,5,Fog,94107
2/5/2015,56,75,0,7,,94107
2/6/2015,61,77,0.91,8,Rain,94107
2/7/2015,59,89,0.03,6,Rain,94107
2/8/2015,58,83,0.99,7,Rain,94107
2/9/2015,57,78,T,4,,94107
2/10/2015,54,71,0,3,Fog,94107
2/11/2015,53,78,0,4,,94107
2/12/2015,58,68,0,3,,94107
2/13/2015,58,70,0,1,,94107
2/14/2015,59,75,0,1,,94107
2/15/2015,58,67,0,2,,94107
2/16/2015,59,73,0,3,,94107
2/17/2015,56,80,T,8,,94107
2/18/2015,57,79,0,4,,94107
2/19/2015,56,84,0,7,,94107
2/20/2015,59,73,T,4,,94107
2/21/2015,57,67,0,2,,94107
2/22/2015,56,61,0,1,Fog,94107
2/23/2015,54,35,0,1,,94107
2/24/2015,50,58,0,2,Fog,94107
2/25/2015,55,70,0,3,,94107
2/26/2015,56,76,0,3,,94107
2/27/2015,56,68,0,2,,94107
2/28/2015,52,74,0.07,4,Rain-Thunderstorm,94107
3/1/2015,54,64,0,1,,94107
3/2/2015,52,69,T,5,,94107
3/3/2015,53,71,0,2,,94107
3/4/2015,54,61,0,0,,94107
3/5/2015,56,57,0,0,,94107
3/6/2015,57,60,0,0,,94107
3/7/2015,58,65,0,1,,94107
3/8/2015,55,77,0,3,Fog,94107
3/9/2015,57,82,0,5,,94107
3/10/2015,56,86,0,8,Fog,94107
3/11/2015,58,72,0.02,5,Rain,94107
3/12/2015,60,72,0,3,,94107
3/13/2015,61,66,0,5,,94107
3/14/2015,66,66,0,6,,94107
3/15/2015,62,62,0,6,,94107
3/16/2015,61,66,0,7,,94107
3/17/2015,59,69,0,5,,94107
3/18/2015,58,71,0,1,,94107
3/19/2015,60,64,0,2,,94107
3/20/2015,57,71,0,5,,94107
3/21/2015,63,70,0,7,,94107
3/22/2015,60,78,0.02,7,Rain,94107
3/23/2015,59,71,0.05,6,,94107
3/24/2015,59,73,T,6,,94107
3/25/2015,60,70,0,1,,94107
3/26/2015,65,68,0,0,,94107
3/27/2015,58,82,0,2,Fog,94107
3/28/2015,61,69,0,2,,94107
3/29/2015,60,67,0,1,,94107
3/30/2015,56,75,0,4,,94107
3/31/2015,62,64,0,1,,94107
4/1/2015,55,56,0,2,,94107
4/2/2015,59,52,0,0,,94107
4/3/2015,56,63,0,0,,94107
4/4/2015,54,67,0,4,,94107
4/5/2015,54,69,0.11,5,Rain,94107
4/6/2015,54,63,0,4,,94107
4/7/2015,55,72,0.52,6,Rain,94107
4/8/2015,55,65,0.01,4,Rain,94107
4/9/2015,55,63,0,4,,94107
4/10/2015,56,63,0,2,,94107
4/11/2015,60,70,0,4,,94107
4/12/2015,61,70,0,1,,94107
4/13/2015,56,72,0,4,,94107
4/14/2015,57,48,0,1,,94107
4/15/2015,59,50,0,1,,94107
4/16/2015,65,47,0,0,,94107
4/17/2015,60,63,0,0,,94107
4/18/2015,58,69,0,3,,94107
4/19/2015,56,77,0,6,,94107
4/20/2015,58,72,0,6,,94107
4/21/2015,57,74,T,7,,94107
4/22/2015,59,73,0,5,,94107
4/23/2015,58,70,0,5,,94107
4/24/2015,58,69,0.08,5,Rain,94107
4/25/2015,57,77,0.14,6,Rain,94107
4/26/2015,58,63,0,3,,94107
4/27/2015,66,64,T,2,,94107
4/28/2015,58,77,0,6,,94107
4/29/2015,59,69,0,3,,94107
4/30/2015,67,55,0,1,,94107
5/1/2015,65,71,0,2,,94107
5/2/2015,59,75,0,4,,94107
5/3/2015,58,68,0,5,,94107
5/4/2015,55,73,0,7,,94107
5/5/2015,57,72,0,5,,94107
5/6/2015,58,68,0,3,,94107
5/7/2015,57,64,T,5,Rain,94107
5/8/2015,56,71,0,3,,94107
5/9/2015,58,72,0,6,,94107
5/10/2015,57,75,0,6,,94107
5/11/2015,57,72,0,5,,94107
5/12/2015,58,60,0,3,,94107
5/13/2015,57,63,0,5,,94107
5/14/2015,60,67,T,7,Rain,94107
5/15/2015,57,70,0,6,,94107
5/16/2015,57,74,0,7,,94107
5/17/2015,59,72,0,7,,94107
5/18/2015,57,72,0,8,,94107
5/19/2015,59,74,T,8,,94107
5/20/2015,61,75,T,8,Rain,94107
5/21/2015,60,78,T,7,Rain,94107
5/22/2015,59,74,0,8,,94107
5/23/2015,58,72,T,7,,94107
5/24/2015,57,78,T,7,,94107
5/25/2015,58,75,T,8,,94107
5/26/2015,59,73,T,7,Rain,94107
5/27/2015,58,75,0,6,,94107
5/28/2015,58,77,T,7,,94107
5/29/2015,57,79,T,7,,94107
5/30/2015,59,78,0,7,,94107
5/31/2015,59,73,0,7,,94107
6/1/2015,65,68,T,6,Rain,94107
6/2/2015,61,78,0,6,,94107
6/3/2015,60,73,0,6,,94107
6/4/2015,62,67,0,4,,94107
6/5/2015,61,74,0,4,,94107
6/6/2015,64,75,0,6,,94107
6/7/2015,65,73,0,4,,94107
6/8/2015,72,59,0,1,,94107
6/9/2015,66,68,0,6,,94107
6/10/2015,64,88,0.18,7,Fog-Rain,94107
6/11/2015,65,81,0,4,,94107
6/12/2015,65,71,0,0,,94107
6/13/2015,65,77,0,3,,94107
6/14/2015,61,71,0,5,,94107
6/15/2015,58,78,0,7,,94107
