PDT,Mean TemperatureF, Mean Humidity,PrecipitationIn, CloudCover, Events,ZIP
6/30/2016,68,66,0,2,,94041
7/1/2016,67,67,0,0,,94041
7/2/2016,66,69,0,1,,94041
7/3/2016,67,73,0,2,,94041
7/4/2016,67,70,0,3,,94041
7/5/2016,65,69,0,3,,94041
7/6/2016,64,70,0,0,,94041
7/7/2016,64,69,0,3,,94041
7/8/2016,65,69,0,2,,94041
7/9/2016,69,61,0,3,,94041
7/10/2016,69,50,0,0,,94041
7/11/2016,68,62,0,0,,94041
7/12/2016,66,68,0,0,,94041
7/13/2016,71,63,0,0,,94041
7/14/2016,70,68,0,0,,94041
7/15/2016,68,69,0,2,,94041
7/16/2016,68,67,0,3,,94041
7/17/2016,65,66,0,1,,94041
7/18/2016,65,69,0,2,,94041
7/19/2016,64,64,0,1,,94041
7/20/2016,63,70,0,0,,94041
7/21/2016,66,68,0,2,,94041
7/22/2016,67,60,0,0,,94041
7/23/2016,70,60,0,0,,94041
7/24/2016,69,66,0,0,,94041
7/25/2016,69,68,0,2,,94041
7/26/2016,75,55,0,0,,94041
7/27/2016,74,59,0,0,,94041
7/28/2016,70,65,0,3,,94041
7/29/2016,70,65,0,2,,94041
7/30/2016,69,72,0,3,,94041
7/31/2016,68,69,0,4,,94041
8/1/2016,68,69,0,3,,94041
8/2/2016,69,69,0,3,,94041
8/3/2016,68,68,0,2,,94041
8/4/2016,64,73,0,4,,94041
8/5/2016,66,69,0,4,,94041
8/6/2016,64,71,0,4,,94041
8/7/2016,65,67,0,0,,94041
8/8/2016,68,63,0,2,,94041
8/9/2016,69,64,0,2,,94041
8/10/2016,68,67,0,2,,94041
8/11/2016,67,70,0,3,,94041
8/12/2016,69,72,0,3,,94041
8/13/2016,70,62,0,2,,94041
8/14/2016,70,66,0,3,,94041
8/15/2016,67,72,0,5,,94041
8/16/2016,69,69,0,3,,94041
8/17/2016,69,69,0,4,,94041
8/18/2016,70,69,0,4,,94041
8/19/2016,68,71,0,3,,94041
8/20/2016,66,71,0,3,,94041
8/21/2016,67,71,0,4,,94041
8/22/2016,67,71,0,3,,94041
8/23/2016,68,69,0,3,,94041
8/24/2016,67,71,0,4,,94041
8/25/2016,66,71,0,4,,94041
8/26/2016,70,64,0,4,,94041
8/27/2016,69,63,0,4,,94041
8/28/2016,68,66,0,3,,94041
8/29/2016,66,69,0,4,,94041
8/30/2016,67,61,0,0,,94041
8/31/2016,68,65,0,0,,94041
9/1/2015,71,66,0,1,,95113
9/2/2015,68,68,T,2,Rain,95113
9/3/2015,66,64,0,1,,95113
9/4/2015,66,60,0,2,,95113
9/5/2015,67,56,0,1,,95113
9/6/2015,69,40,0,2,,95113
9/7/2015,75,32,0,1,,95113
9/8/2015,78,29,0,0,,95113
9/9/2015,81,29,0,0,,95113
9/10/2015,81,45,0,2,,95113
9/11/2015,76,53,0,4,,95113
9/12/2015,69,67,0,5,,95113
9/13/2015,71,66,0,5,,95113
9/14/2015,67,73,0,5,,95113
9/15/2015,65,61,T,4,,95113
9/16/2015,64,61,0,4,,95113
9/17/2015,67,66,0,3,,95113
9/18/2015,68,64,0,0,,95113
9/19/2015,72,55,0,0,,95113
9/20/2015,77,39,0,1,,95113
9/21/2015,81,45,0,1,,95113
9/22/2015,67,72,0,1,,95113
9/23/2015,68,57,0,1,,95113
9/24/2015,74,48,0,5,,95113
9/25/2015,74,54,0,3,,95113
9/26/2015,71,62,0,3,,95113
9/27/2015,70,68,0,5,,95113
9/28/2015,66,74,0,4,,95113
9/29/2015,64,70,T,6,,95113
9/30/2015,62,81,0.01,6,Rain,95113
10/1/2015,69,74,0.03,4,Rain,95113
10/2/2015,68,66,0,0,,95113
10/3/2015,66,67,0,1,,95113
10/4/2015,67,60,0,1,,95113
10/5/2015,69,62,0,1,,95113
10/6/2015,68,70,0,1,,95113
10/7/2015,70,65,0,5,,95113
10/8/2015,73,58,0,4,,95113
10/9/2015,70,58,0,1,,95113
10/10/2015,67,80,0,3,Fog,95113
10/11/2015,69,65,0,0,,95113
10/12/2015,72,62,0,0,,95113
10/13/2015,77,45,0,2,,95113
10/14/2015,73,54,0,4,,95113
10/15/2015,72,69,T,4,,95113
10/16/2015,70,68,T,4,,95113
10/17/2015,67,73,0,6,,95113
10/18/2015,64,73,T,6,,95113
10/19/2015,65,74,T,6,Rain,95113
10/20/2015,67,61,0,1,,95113
10/21/2015,67,54,0,0,,95113
10/22/2015,65,64,0,1,,95113
10/23/2015,67,61,0,3,,95113
10/24/2015,66,63,0,4,,95113
10/25/2015,66,73,0,2,,95113
10/26/2015,67,66,0,5,,95113
10/27/2015,63,71,0.01,6,Rain,95113
10/28/2015,65,73,0.01,5,,95113
10/29/2015,63,62,0,1,,95113
10/30/2015,65,52,0,0,,95113
10/31/2015,69,58,0,2,,95113
11/1/2015,64,75,0,4,,95113
11/2/2015,58,78,1.13,7,Rain,95113
11/3/2015,55,67,T,2,,95113
11/4/2015,54,59,0,1,,95113
11/5/2015,55,51,T,3,,95113
11/6/2015,55,63,0,1,,95113
11/7/2015,56,61,0,1,,95113
11/8/2015,53,76,0.04,5,Rain,95113
11/9/2015,52,86,0.43,5,Rain-Thunderstorm,95113
11/10/2015,51,79,0.01,3,Rain,95113
11/11/2015,53,68,0,0,,95113
11/12/2015,52,68,0,0,Rain,95113
11/13/2015,54,68,0,0,,95113
11/14/2015,54,69,0,0,,95113
11/15/2015,54,74,0.45,5,Rain,95113
11/16/2015,53,50,0,0,,95113
11/17/2015,54,71,0,2,,95113
11/18/2015,55,80,0,3,,95113
11/19/2015,57,74,0,1,,95113
11/20/2015,60,69,0,2,,95113
11/21/2015,59,75,0,5,Fog,95113
11/22/2015,59,65,0,4,,95113
11/23/2015,53,81,0,3,,95113
11/24/2015,51,72,0.09,6,Rain,95113
11/25/2015,47,71,0.27,4,Rain,95113
11/26/2015,45,60,0,1,,95113
11/27/2015,46,54,0,1,,95113
11/28/2015,45,57,0,0,,95113
11/29/2015,46,58,0,1,,95113
11/30/2015,45,66,T,4,Rain,95113
12/1/2015,49,59,0,3,,95113
12/2/2015,51,59,0,4,,95113
12/3/2015,52,74,0.11,5,Rain,95113
12/4/2015,51,74,0,2,,95113
12/5/2015,50,75,0,5,,95113
12/6/2015,60,60,0,5,,95113
12/7/2015,58,84,0,6,,95113
12/8/2015,56,84,0,6,,95113
12/9/2015,63,71,0,6,,95113
12/10/2015,57,69,0.15,7,Rain,95113
12/11/2015,53,72,0.13,5,Rain,95113
12/12/2015,50,67,0,4,,95113
12/13/2015,51,78,0.34,7,Rain-Thunderstorm,95113
12/14/2015,46,64,0,2,,95113
12/15/2015,48,58,0,0,,95113
12/16/2015,50,53,0,1,,95113
12/17/2015,49,67,0,3,,95113
12/18/2015,51,73,0.13,5,Rain,95113
12/19/2015,49,78,0.16,6,Rain,95113
12/20/2015,46,76,T,5,Rain,95113
12/21/2015,56,88,0.49,8,Rain,95113
12/22/2015,57,84,0.27,7,Rain,95113
12/23/2015,51,62,T,2,,95113
12/24/2015,47,82,0.3,6,Rain,95113
12/25/2015,43,77,0,2,,95113
12/26/2015,46,52,0,0,,95113
12/27/2015,40,66,T,5,Rain,95113
12/28/2015,44,78,0.15,5,Rain,95113
12/29/2015,44,67,0,1,,95113
12/30/2015,45,67,T,4,,95113
12/31/2015,46,67,0,2,,95113
1/1/2016,42,66,0,4,,95113
1/2/2016,48,63,0,5,,95113
1/3/2016,49,71,T,6,Rain,95113
1/4/2016,55,71,0.01,7,Rain,95113
1/5/2016,53,85,0.97,7,Rain,95113
1/6/2016,51,82,0.62,7,Rain,95113
1/7/2016,50,77,0.03,4,Rain,95113
1/8/2016,47,77,T,5,,95113
1/9/2016,53,75,0.01,8,Rain,95113
1/10/2016,52,86,0.01,7,,95113
1/11/2016,56,72,T,6,,95113
1/12/2016,55,73,T,5,,95113
1/13/2016,54,71,0.08,6,Rain,95113
1/14/2016,50,76,0.01,6,Rain,95113
1/15/2016,58,64,0.16,5,Rain,95113
1/16/2016,58,83,0.12,6,Rain,95113
1/17/2016,59,86,0.39,7,Rain,95113
1/18/2016,59,80,0.58,6,Rain,95113
1/19/2016,60,86,0.44,7,Rain,95113
1/20/2016,58,76,0,5,,95113
1/21/2016,59,68,T,5,,95113
1/22/2016,60,73,0.42,7,Fog-Rain,95113
1/23/2016,54,76,0.06,5,Rain,95113
1/24/2016,52,75,0,5,,95113
1/25/2016,53,76,0,4,,95113
1/26/2016,55,75,0,4,,95113
1/27/2016,56,67,0,3,,95113
1/28/2016,53,74,0,5,,95113
1/29/2016,62,76,0.05,7,Rain,95113
1/30/2016,55,72,0.03,7,Rain,95113
1/31/2016,51,68,0.1,5,Rain,95113
2/1/2016,48,52,T,1,Rain,95113
2/2/2016,48,70,0.05,4,Rain,95113
2/3/2016,49,66,0,5,,95113
2/4/2016,54,67,0,4,,95113
2/5/2016,53,69,0,2,,95113
2/6/2016,53,72,0,2,,95113
2/7/2016,60,56,T,0,,95113
2/8/2016,62,57,0,0,,95113
2/9/2016,61,58,0,3,,95113
2/10/2016,59,63,0,4,,95113
2/11/2016,60,65,0,4,,95113
2/12/2016,59,71,0,5,,95113
2/13/2016,60,78,0,5,Fog,95113
2/14/2016,58,70,0,3,,95113
2/15/2016,64,66,0,1,,95113
2/16/2016,65,61,0,3,,95113
2/17/2016,60,64,0.15,6,Rain,95113
2/18/2016,56,66,0.11,5,Rain,95113
2/19/2016,53,71,0,5,,95113
2/20/2016,55,75,0,6,,95113
2/21/2016,54,69,0,2,,95113
2/22/2016,57,67,0,4,,95113
2/23/2016,60,53,0,3,,95113
2/24/2016,59,54,0,3,,95113
2/25/2016,62,55,0,1,,95113
2/26/2016,61,65,0,5,,95113
2/27/2016,62,62,0,5,,95113
2/28/2016,57,63,0,5,,95113
2/29/2016,65,71,0,6,,95113
3/1/2016,63,53,0,2,,95113
3/2/2016,63,59,T,5,,95113
3/3/2016,63,73,T,8,Rain,95113
3/4/2016,63,81,0.26,7,Rain,95113
3/5/2016,61,81,1.2,7,Rain,95113
3/6/2016,56,70,0.73,6,Rain,95113
3/7/2016,53,73,0.63,7,Rain,95113
3/8/2016,51,74,0.01,5,Rain,95113
3/9/2016,62,73,0.02,7,Rain,95113
3/10/2016,63,70,T,5,Rain,95113
3/11/2016,56,76,0.23,7,Rain,95113
3/12/2016,53,73,0.03,6,Rain,95113
3/13/2016,58,86,0.5,8,Rain,95113
3/14/2016,56,70,0.01,6,Rain,95113
3/15/2016,55,63,0,2,,95113
3/16/2016,57,61,0,1,,95113
3/17/2016,62,66,0,0,,95113
3/18/2016,60,74,0,5,,95113
3/19/2016,63,69,0,6,,95113
3/20/2016,62,71,0.04,5,Rain,95113
3/21/2016,58,75,0.2,6,Rain,95113
3/22/2016,55,70,0.06,3,Rain,95113
3/23/2016,56,63,0,3,,95113
3/24/2016,57,67,0,2,,95113
3/25/2016,59,70,0,2,,95113
3/26/2016,60,62,0,3,,95113
3/27/2016,60,67,0,5,,95113
3/28/2016,54,54,0.04,3,Rain,95113
3/29/2016,54,57,T,1,,95113
3/30/2016,55,64,0,1,,95113
3/31/2016,60,66,0,4,,95113
4/1/2016,56,69,0,2,,95113
4/2/2016,63,68,0,6,,95113
4/3/2016,61,68,0,6,,95113
4/4/2016,62,59,0,3,,95113
4/5/2016,66,52,0,1,,95113
4/6/2016,71,44,0,3,,95113
4/7/2016,69,49,0,5,,95113
4/8/2016,62,83,0.39,7,Rain,95113
4/9/2016,62,83,0.35,8,Rain,95113
4/10/2016,58,84,0.24,8,Rain,95113
4/11/2016,62,71,T,7,,95113
4/12/2016,57,75,0,7,,95113
4/13/2016,59,66,0,3,,95113
4/14/2016,58,66,0.07,5,Rain,95113
4/15/2016,60,57,0,2,,95113
4/16/2016,65,52,0,1,,95113
4/17/2016,70,40,0,1,,95113
4/18/2016,72,35,0,3,,95113
4/19/2016,69,37,0,4,,95113
4/20/2016,65,47,0,3,,95113
4/21/2016,67,64,T,6,,95113
4/22/2016,59,71,0.42,7,Rain,95113
4/23/2016,58,64,0,3,,95113
4/24/2016,60,61,0,5,,95113
4/25/2016,57,51,0,1,,95113
4/26/2016,57,61,0,5,,95113
4/27/2016,56,64,0.06,6,Rain,95113
4/28/2016,61,59,0,3,,95113
4/29/2016,61,63,0,4,,95113
4/30/2016,64,52,0,0,,95113
5/1/2016,69,49,0,1,,95113
5/2/2016,63,68,0,3,,95113
5/3/2016,64,64,0,7,,95113
5/4/2016,64,70,0,7,,95113
5/5/2016,63,62,0,7,,95113
5/6/2016,58,76,0.17,7,Rain,95113
5/7/2016,60,75,0.01,6,Rain,95113
5/8/2016,64,72,T,6,,95113
5/9/2016,64,73,T,5,Rain,95113
5/10/2016,66,70,0,5,,95113
5/11/2016,63,73,0,4,,95113
5/12/2016,64,69,0,6,,95113
5/13/2016,62,67,0,5,,95113
5/14/2016,63,64,0,5,,95113
5/15/2016,66,67,0,4,,95113
5/16/2016,67,61,0,2,,95113
5/17/2016,73,51,0,1,,95113
5/18/2016,74,51,0,2,,95113
5/19/2016,64,62,0,4,,95113
5/20/2016,59,55,T,4,,95113
5/21/2016,58,62,0.14,6,Rain,95113
5/22/2016,59,67,T,5,,95113
5/23/2016,60,64,0,4,,95113
5/24/2016,63,64,0,5,,95113
5/25/2016,64,63,0,4,,95113
5/26/2016,64,59,0,1,,95113
5/27/2016,67,64,0,2,,95113
5/28/2016,74,50,0,3,,95113
5/29/2016,69,59,0,1,,95113
5/30/2016,69,63,0,1,,95113
5/31/2016,74,58,0,1,,95113
6/1/2016,71,63,0,3,,95113
6/2/2016,71,64,0,1,,95113
6/3/2016,78,51,0,3,,95113
6/4/2016,75,59,0,4,,95113
6/5/2016,74,56,0,3,,95113
6/6/2016,67,69,0,4,,95113
6/7/2016,69,67,0,6,,95113
6/8/2016,67,67,0,6,,95113
6/9/2016,66,68,0,5,,95113
6/10/2016,65,62,0,3,,95113
6/11/2016,70,53,0,3,,95113
6/12/2016,72,55,0,1,,95113
6/13/2016,67,61,0,2,,95113
6/14/2016,63,52,0,3,Rain,95113
6/15/2016,61,52,0,2,,95113
6/16/2016,65,58,0,2,,95113
6/17/2016,69,62,T,4,,95113
6/18/2016,68,58,0,2,,95113
6/19/2016,73,47,0,3,,95113
6/20/2016,72,49,0,2,,95113
6/21/2016,75,50,0,1,,95113
6/22/2016,66,63,0,0,,95113
6/23/2016,68,58,0,0,,95113
6/24/2016,69,58,0,0,,95113
6/25/2016,75,56,0,0,,95113
6/26/2016,74,51,0,1,,95113
6/27/2016,73,57,0,0,,95113
6/28/2016,72,61,0,0,,95113
6/29/2016,65,72,0,1,,95113
6/30/2016,71,59,0,0,,95113
7/1/2016,69,62,0,0,,95113
7/2/2016,68,60,0,0,,95113
7/3/2016,69,60,T,0,,95113
7/4/2016,68,63,0,1,,95113
7/5/2016,67,62,0,3,,95113
7/6/2016,65,65,0,1,,95113
7/7/2016,65,65,0,3,,95113
7/8/2016,69,62,0,5,,95113
7/9/2016,70,61,0,4,,95113
7/10/2016,67,51,0,0,,95113
7/11/2016,71,55,0,1,,95113
7/12/2016,68,64,0,0,,95113
7/13/2016,62,53,0,0,,95113
7/14/2016,73,62,0,0,,95113
7/15/2016,69,61,0,3,,95113
7/16/2016,70,58,0,1,,95113
7/17/2016,68,61,0,1,,95113
7/18/2016,66,66,0,3,,95113
7/19/2016,66,63,0,2,,95113
7/20/2016,68,62,0,0,,95113
7/21/2016,68,60,0,2,,95113
7/22/2016,71,52,0,1,,95113
7/23/2016,74,54,0,0,,95113
7/24/2016,72,58,0,1,,95113
7/25/2016,70,61,0,2,,95113
7/26/2016,78,52,0,4,,95113
7/27/2016,78,58,0,5,,95113
7/28/2016,74,62,0,3,,95113
7/29/2016,72,64,0,2,,95113
7/30/2016,71,69,0,3,,95113
7/31/2016,69,66,0,3,,95113
8/1/2016,69,63,0,4,,95113
8/2/2016,69,61,0,0,,95113
8/3/2016,70,65,0,0,,95113
8/4/2016,66,70,0,4,,95113
8/5/2016,68,63,0,4,,95113
8/6/2016,67,67,0,4,,95113
8/7/2016,67,64,0,2,,95113
8/8/2016,69,60,0,1,,95113
8/9/2016,71,59,0,2,,95113
8/10/2016,70,60,T,1,,95113
8/11/2016,69,63,0,1,,95113
8/12/2016,70,65,0,2,,95113
8/13/2016,74,58,0,2,,95113
8/14/2016,73,64,0,4,,95113
8/15/2016,70,67,0,4,,95113
8/16/2016,71,62,0,4,,95113
8/17/2016,71,63,0,2,,95113
8/18/2016,71,64,0,2,,95113
8/19/2016,68,67,0,1,,95113
8/20/2016,69,69,0,2,,95113
8/21/2016,69,66,0,5,,95113
8/22/2016,69,65,0,3,,95113
8/23/2016,71,63,0,4,,95113
8/24/2016,69,66,0,3,,95113
8/25/2016,68,67,0,4,,95113
8/26/2016,71,65,0,4,,95113
8/27/2016,70,59,0,4,,95113
8/28/2016,70,65,0,4,,95113
8/29/2016,68,64,0,6,,95113
8/30/2016,70,60,0,2,,95113
8/31/2016,69,64,0,1,,95113
